,ECODe,IForest,OCSVM,COF,COPOD,ECOD,HBOS,KNN,LODA,LOF,SOD,PCA,CBLOF
"('adbench\\datasets\\Classical\\4_breastw.npz', 1)",0.03688788414001465,0.11132311820983887,0.004399776458740234,0.08334875106811523,0.0017578601837158203,0.001653432846069336,0.0016443729400634766,0.0022449493408203125,0.012241363525390625,0.003284454345703125,0.04987478256225586,0.0022552013397216797,0.005054473876953125
"('adbench\\datasets\\Classical\\29_Pima.npz', 1)",0.0343019962310791,0.11357498168945312,0.005540132522583008,0.046831607818603516,0.0016601085662841797,0.0028438568115234375,0.0022411346435546875,0.0033767223358154297,0.01856398582458496,0.003920793533325195,0.04845404624938965,0.0016765594482421875,0.00553131103515625
"('adbench\\datasets\\Classical\\47_yeast.npz', 1)",0.03801774978637695,0.1144249439239502,0.018144607543945312,0.10360312461853027,0.0022482872009277344,0.0016851425170898438,0.002186298370361328,0.008499383926391602,0.013779401779174805,0.0071010589599609375,0.14790010452270508,0.0016720294952392578,0.006142616271972656
"('adbench\\datasets\\Classical\\40_vowels.npz', 1)",0.038450002670288086,0.12095284461975098,0.04220247268676758,0.1921548843383789,0.0034575462341308594,0.0028519630432128906,0.0035576820373535156,0.012243986129760742,0.021847009658813477,0.016696453094482422,0.30509376525878906,0.001661539077758789,
"('adbench\\datasets\\Classical\\12_fault.npz', 1)",0.10383367538452148,0.12492918968200684,0.04954123497009277,0.16860413551330566,0.004576206207275391,0.004464864730834961,0.0050585269927978516,0.011790037155151367,0.013189077377319336,0.01265859603881836,0.17422056198120117,0.002268552780151367,0.006721019744873047
"('adbench\\datasets\\Classical\\20_letter.npz', 1)",0.10130667686462402,0.13318085670471191,0.04727435111999512,0.24517607688903809,0.00439000129699707,0.003931283950805664,0.0071871280670166016,0.020684003829956055,0.013758659362792969,0.014382362365722656,0.1765303611755371,0.002115964889526367,0.006310939788818359
"('adbench\\datasets\\Classical\\6_cardio.npz', 1)",0.06340670585632324,0.1231534481048584,0.06550192832946777,0.24913763999938965,0.004419565200805664,0.0038614273071289062,0.004758358001708984,0.022541522979736328,0.014480829238891602,0.01619267463684082,0.24773716926574707,,0.00668025016784668
"('adbench\\datasets\\Classical\\17_InternetAds.npz', 1)",2.9471418857574463,0.17699050903320312,0.6216228008270264,17.82207727432251,0.22388505935668945,0.23319435119628906,0.31035780906677246,0.08884048461914062,0.04236435890197754,0.044487714767456055,0.6179494857788086,1.2722322940826416,0.04284811019897461
"('adbench\\datasets\\Classical\\7_Cardiotocography.npz', 1)",0.0959620475769043,0.12331628799438477,0.06467556953430176,0.22991394996643066,0.0039174556732177734,0.0047075748443603516,0.0050029754638671875,0.017934799194335938,0.015846967697143555,0.015186309814453125,0.2929568290710449,,0.0072650909423828125
"('adbench\\datasets\\Classical\\25_musk.npz', 1)",0.3700594902038574,0.14389753341674805,0.33976316452026367,6.664878606796265,0.04789161682128906,0.04687833786010742,0.039732933044433594,0.03342151641845703,0.02683281898498535,0.020809650421142578,0.6474378108978271,0.027424097061157227,0.010476350784301758
"('adbench\\datasets\\Classical\\35_SpamBase.npz', 1)",0.13434767723083496,0.1183619499206543,0.1832897663116455,0.5787258148193359,0.011767387390136719,0.010660886764526367,0.011363744735717773,0.01611042022705078,0.015009641647338867,0.013473749160766602,0.43775105476379395,,0.007791996002197266
"('adbench\\datasets\\Classical\\41_Waveform.npz', 1)",0.05492138862609863,0.1364591121673584,0.255033016204834,0.9317524433135986,0.006595611572265625,0.006120920181274414,0.0072689056396484375,0.014882802963256836,0.018152475357055664,0.01601099967956543,0.6744110584259033,0.0028107166290283203,0.00958871841430664
"('adbench\\datasets\\Classical\\36_speech.npz', 1)",0.9796178340911865,0.15269947052001953,0.8487949371337891,22.51013708114624,0.13872051239013672,0.13840293884277344,0.09017252922058105,0.07705450057983398,0.04335284233093262,0.04912972450256348,1.1106374263763428,0.28408193588256836,0.04050278663635254
"('adbench\\datasets\\Classical\\38_thyroid.npz', 1)",0.037476301193237305,0.13141989707946777,0.254441499710083,0.9285027980804443,0.003320932388305664,0.0039052963256835938,0.0027816295623779297,0.02117609977722168,0.0270388126373291,0.03483128547668457,0.8735127449035645,0.0022220611572265625,0.00892329216003418
"('adbench\\datasets\\Classical\\44_Wilt.npz', 1)",0.036019086837768555,0.1347489356994629,0.3658607006072998,1.430417776107788,0.003895282745361328,0.004028797149658203,0.0029449462890625,0.019366741180419922,0.029052734375,0.06252479553222656,1.0528168678283691,0.002223968505859375,0.008925199508666992
"('adbench\\datasets\\Classical\\30_satellite.npz', 1)",0.11954212188720703,0.145064115524292,0.44915103912353516,1.6536369323730469,0.011066198348999023,0.010439395904541016,0.011060476303100586,0.02538132667541504,0.02185511589050293,0.024215221405029297,0.946361780166626,0.003864288330078125,0.00890040397644043
"('adbench\\datasets\\Classical\\27_PageBlocks.npz', 1)",0.0662839412689209,0.1536273956298828,0.47302937507629395,1.8080146312713623,0.005601167678833008,0.005461692810058594,0.0038595199584960938,0.0331265926361084,0.022210121154785156,0.04973435401916504,1.367609977722168,0.0022246837615966797,0.008903264999389648
"('adbench\\datasets\\Classical\\26_optdigits.npz', 1)",0.19936704635620117,0.1501023769378662,0.6636931896209717,8.913939476013184,0.03454422950744629,0.028208494186401367,0.017106294631958008,0.03923368453979492,0.02322077751159668,0.0637364387512207,1.2457401752471924,,0.01313328742980957
"('adbench\\datasets\\Classical\\19_landsat.npz', 1)",0.10735893249511719,0.15864086151123047,0.6728231906890869,2.169447183609009,0.021924734115600586,0.013208150863647461,0.015920162200927734,0.029172182083129883,0.041787147521972656,0.030091285705566406,1.435394048690796,0.0055675506591796875,0.008345842361450195
"('adbench\\datasets\\Classical\\31_satimage-2.npz', 1)",0.12207555770874023,0.15404891967773438,0.9055655002593994,7.254104852676392,0.02163982391357422,0.025492429733276367,0.014591217041015625,0.03660774230957031,0.024379968643188477,0.035271406173706055,1.4675829410552979,0.006793022155761719,0.013984441757202148
"('adbench\\datasets\\Classical\\28_pendigits.npz', 1)",0.08412623405456543,0.16541385650634766,1.1284267902374268,3.435676336288452,0.01214909553527832,0.008326292037963867,0.005577564239501953,0.039174556732177734,0.025977373123168945,0.04999089241027832,1.9661121368408203,0.0039446353912353516,0.008313894271850586
"('adbench\\datasets\\Classical\\2_annthyroid.npz', 1)",0.04044055938720703,0.1515054702758789,0.9031515121459961,3.0940346717834473,0.00500941276550293,0.004412412643432617,0.002776622772216797,0.046910762786865234,0.021948814392089844,0.06855201721191406,2.131833076477051,0.0028192996978759766,0.010506629943847656
"('adbench\\datasets\\Classical\\24_mnist.npz', 1)",0.2966268062591553,0.17698049545288086,1.5229127407073975,22.416537046432495,0.05977272987365723,0.05442500114440918,0.024984359741210938,0.08315062522888184,0.04270625114440918,0.07062816619873047,2.240241050720215,,0.03923439979553223
"('adbench\\datasets\\Classical\\23_mammography.npz', 1)",0.04189801216125488,0.17415881156921387,2.429366111755371,7.12028694152832,0.04890298843383789,0.008357763290405273,0.0039026737213134766,0.11796736717224121,0.03463339805603027,0.15568208694458008,4.784842491149902,0.003307342529296875,0.010010242462158203
"('adbench\\datasets\\Classical\\22_magic.gamma.npz', 1)",0.05096745491027832,0.19565391540527344,3.357304573059082,9.362606287002563,0.010931253433227539,0.029771804809570312,0.006139516830444336,0.2730121612548828,0.0439763069152832,0.33282995223999023,6.315133333206177,0.0050280094146728516,0.021875619888305664
"('adbench\\datasets\\Classical\\5_campaign.npz', 1)",0.46631288528442383,0.3808739185333252,49.77442526817322,418.66338872909546,0.23028206825256348,0.21514463424682617,0.052849531173706055,0.8504951000213623,0.10868263244628906,0.8083817958831787,57.27805542945862,,0.04921674728393555
"('adbench\\datasets\\Classical\\32_shuttle.npz', 1)",2.254166841506958,0.4065535068511963,52.59031867980957,200.98931646347046,0.04491114616394043,0.046430110931396484,0.013516664505004883,0.6590156555175781,0.10225915908813477,0.8098955154418945,73.31041598320007,0.015257120132446289,0.04163765907287598
"('adbench\\datasets\\Classical\\1_ALOI.npz', 1)",2.902296543121338,0.32744717597961426,88.32480478286743,392.30217385292053,0.1293628215789795,0.14728069305419922,0.032329559326171875,1.041926383972168,0.12092447280883789,1.2025623321533203,82.65663480758667,0.031145334243774414,0.07593655586242676
"('adbench\\datasets\\Classical\\3_backdoor.npz', 1)",7.116120338439941,1.1393563747406006,873.0226962566376,10075.995486736298,2.221651792526245,1.5194969177246094,0.6025896072387695,11.597044467926025,1.333653450012207,9.549046277999878,331.101359128952,,1.2224788665771484
"('adbench\\datasets\\Classical\\34_smtp.npz', 1)",99.32593894004822,1.59260892868042,215.37719774246216,3767.0699424743652,0.14907312393188477,0.04181790351867676,0.0444493293762207,0.7552261352539062,0.4027738571166992,0.8457021713256836,323.8497190475464,0.2755553722381592,0.4204244613647461
"('adbench\\datasets\\Classical\\8_celeba.npz', 1)",48.44710326194763,1.8204193115234375,1687.3125343322754,,0.9103226661682129,0.8971927165985107,0.22255992889404297,17.196683645248413,0.7088315486907959,16.54231023788452,1387.49112033844,0.19536161422729492,0.27190685272216797
"('adbench\\datasets\\Classical\\33_skin.npz', 1)",2.0959091186523438,1.4576802253723145,912.1662242412567,,0.07921266555786133,0.07859611511230469,0.028512239456176758,0.6969029903411865,0.6144471168518066,1.0080900192260742,1305.6157865524292,0.034529924392700195,0.125746488571167
"('adbench\\datasets\\Classical\\10_cover.npz', 1)",2.8962905406951904,2.0777249336242676,2108.6618695259094,,0.3542501926422119,0.4047055244445801,0.15117740631103516,8.851446151733398,0.8003015518188477,18.31933617591858,2835.7720675468445,0.08483552932739258,0.24076032638549805
"('adbench\\datasets\\Classical\\13_fraud.npz', 1)",4.554533004760742,1.7915031909942627,3561.7743723392487,,1.3127593994140625,1.2970242500305176,0.21433758735656738,31.514158487319946,0.8490579128265381,31.059166431427002,2870.619041442871,0.26049113273620605,0.5847382545471191
"('adbench\\datasets\\Classical\\9_census.npz', 1)",45.44682598114014,5.424988269805908,15447.028401136398,,17.40222191810608,16.373897075653076,4.0488786697387695,202.32796621322632,3.6861226558685303,192.08909392356873,2979.2340717315674,,2.664872646331787
"('adbench\\datasets\\Classical\\16_http.npz', 1)",28.24551272392273,3.863281726837158,8326.199438095093,,0.2746131420135498,0.24849557876586914,0.06425094604492188,5.152871131896973,1.2953705787658691,6.902108430862427,12053.834415435791,0.08563947677612305,0.24951601028442383
"('adbench\\datasets\\Classical\\11_donors.npz', 1)",15.649296283721924,3.938908815383911,9142.235602378845,,0.7958025932312012,0.7643687725067139,0.19191503524780273,346.80787229537964,1.7237217426300049,349.34823274612427,11626.324342012405,0.19657230377197266,0.38922667503356934
