,ECODe,IForest,OCSVM,COF,COPOD,ECOD,HBOS,KNN,LODA,LOF,SOD,PCA,CBLOF
"('adbench\\datasets\\Classical\\19_landsat.npz', 1)",0.524323971260614,0.6324134552580013,0.3914761593729589,0.5367112998040496,0.4591051600261267,0.4037998040496408,0.7019741998693665,0.7721587197909863,0.4253625081645983,0.7555013063357283,0.6139124755062051,0.4097550620509471,0.6723922273024168
"('adbench\\datasets\\Classical\\31_satimage-2.npz', 1)",0.994545957918051,0.9864894795127352,0.9609357696566998,0.442718715393134,0.9503599114064232,0.9557585825027686,0.9727851605758582,0.9989202657807309,0.9588316722037652,0.9976744186046511,0.7865725359911406,0.9620985603543742,0.9953765227021042
"('adbench\\datasets\\Classical\\28_pendigits.npz', 1)",0.8079718565784192,0.9671448794607957,0.9489213801263496,0.43815631008472605,0.9078471972786242,0.9327262355004331,0.9356948171311459,0.9986055061378859,0.905839971264975,0.9957214392866953,0.6548416404318704,0.9392655665659533,0.9731876861966235
"('adbench\\datasets\\Classical\\2_annthyroid.npz', 1)",0.844834375,0.9277625,0.65845,0.76165,0.83065625,0.832559375,0.701390625,0.870915625,0.43874375,0.9163375,0.805203125,0.836321875,0.7277343749999999
"('adbench\\datasets\\Classical\\24_mnist.npz', 1)",0.9376192775516774,0.8746499275712216,0.9011381665172103,0.708443126164034,0.8298705479294566,0.7963233772504656,0.6740061162079511,0.9354418155480445,0.8854153732956244,0.9562369225816836,0.6824055551723344,,0.898369777655147
"('adbench\\datasets\\Classical\\23_mammography.npz', 1)",0.919508931715218,0.892001752697511,0.9265862303701791,0.7447008286190465,0.9185191270940432,0.9258116006666511,0.8804840261965683,0.9031751993302192,0.7100498423354694,0.8879564642457533,0.8022503384114614,0.9206708762705101,0.8921582435467086
"('adbench\\datasets\\Classical\\22_magic.gamma.npz', 1)",0.8102760637007894,0.7725431812670097,0.7084200102395516,0.6487651909137452,0.6943580070599014,0.6570850960631618,0.7327186683193663,0.8604563337015979,0.7107786101155991,0.8096288162539409,0.7541582010724583,0.7091437848616313,0.8083142464498396
"('adbench\\datasets\\Classical\\5_campaign.npz', 1)",0.796527941569571,0.7410689576552353,0.6862115482386486,0.5715566051333658,0.7993955427666923,0.7898173918056931,0.8065432528263912,0.7428872103505931,0.609071182602953,0.6190151789130515,0.7014230558569323,,0.6718743939703655
"('adbench\\datasets\\Classical\\32_shuttle.npz', 1)",0.99899311763512,0.9971851246375387,0.9818626469695173,0.5549175138997469,0.9962778473173053,0.9972588997228904,0.9938954849022846,0.9996361933555762,0.9849111029316241,0.9984113186326148,0.6767259082337925,0.99379247752429,0.9903752155707994
"('adbench\\datasets\\Classical\\1_ALOI.npz', 1)",0.5627037120973433,0.5431484255477004,0.5259091693551904,0.7467467481300097,0.5120374004202143,0.5265198066351107,0.5418285769034472,0.69531825303384,0.4983103449970121,0.7564022485946282,0.6935882932066181,0.5490184969202508,0.5506469653614967
"('adbench\\datasets\\Classical\\3_backdoor.npz', 1)",0.9453244522384769,0.7440111064962235,0.8664683803282723,0.72410232744166,0.8144560842165716,0.856108829305562,0.6541454253644479,0.9525282661867183,0.7168910014818917,0.9540602806877208,0.7227546777013758,,0.8463816204408756
"('adbench\\datasets\\Classical\\34_smtp.npz', 1)",0.8762663427321076,0.9149710717094557,0.8378614089595938,0.9347147273421014,0.927208166888593,0.9039214770169988,0.8491874381915729,0.9497901433566162,0.839134565219084,0.9632887144625879,0.9114241440262885,0.8537388744831452,0.8800624508452668
"('adbench\\datasets\\Classical\\8_celeba.npz', 1)",0.7923454838235857,0.7100540569460638,0.7169698555678004,,0.7622399813709746,0.7695790469070014,0.7712596274313386,0.6299757152412515,0.640912173207292,0.4457242576522927,0.5031487625695578,0.7990409807956782,0.6874479661668786
"('adbench\\datasets\\Classical\\33_skin.npz', 1)",0.82405864805627,0.8893187793591377,0.6375548473341712,,0.7005032426135894,0.5531629876187927,0.7849012934726053,0.9983157546927035,0.6702515739465427,0.9247262341192974,0.6810397258244136,0.5265840845614262,0.9380305490049916
"('adbench\\datasets\\Classical\\10_cover.npz', 1)",0.976274843721317,0.924721226907749,0.948700479194085,,0.9148430250695876,0.9415146669441757,0.8039947733472179,0.9936090748843425,0.9757480032437472,0.9912385497584952,0.6364200698349214,0.9438741971879834,0.9253448223472662
"('adbench\\datasets\\Classical\\13_fraud.npz', 1)",0.9553601728817156,0.958782239065374,0.952267567409135,,0.9565092057295586,0.9560465823699309,0.9558380057764547,0.9706267437494356,0.8818246055422911,0.6169562551589635,0.9254301842730238,0.957326401376463,0.9584183192513105
"('adbench\\datasets\\Classical\\9_census.npz', 1)",0.6988916783021312,0.6594607294758337,0.5541445927536254,,0.6889236442786516,0.6770395820254628,0.6552719057552103,0.6741252925494313,0.4716727165539446,0.5415666747931581,0.6515549312454475,,0.6020525925128153
"('adbench\\datasets\\Classical\\16_http.npz', 1)",0.9998311575523897,0.9910590613176375,0.9950552126988376,,0.9499749551258772,0.989213925720227,0.9989010699322846,0.9999677061247749,0.020984170566945903,0.9212546982541145,0.7337160357661026,0.9993971157736139,0.9950590281966265
"('adbench\\datasets\\Classical\\11_donors.npz', 1)",0.9079123042713115,0.8797572951055581,0.8758466894511936,,0.8550855291748986,0.9260115538920226,0.7886705702262671,0.9999816523623017,0.4796708873038895,0.9901535313230855,0.45193487469958327,0.8868605247908561,0.9156754192730033
