,ECODe,IForest,OCSVM,COF,COPOD,ECOD,HBOS,KNN,LODA,LOF,SOD,PCA,CBLOF
"('adbench\\datasets\\Classical\\44_Wilt.npz', 1)",0.004119396209716797,0.008690357208251953,0.10401678085327148,0.30741333961486816,0.004964351654052734,0.004590749740600586,0.0005791187286376953,0.09027624130249023,0.003779172897338867,0.019120216369628906,0.23724675178527832,0.0005595684051513672,0.0005500316619873047
"('adbench\\datasets\\Classical\\30_satellite.npz', 1)",0.018311738967895508,0.013419151306152344,0.17438006401062012,0.7398507595062256,0.02403116226196289,0.024921178817749023,0.001886606216430664,0.2227475643157959,0.006679534912109375,0.012566804885864258,0.39534950256347656,0.0010771751403808594,0.0010919570922851562
"('adbench\\datasets\\Classical\\27_PageBlocks.npz', 1)",0.0055959224700927734,0.009302139282226562,0.13881301879882812,0.4243168830871582,0.0060389041900634766,0.0060672760009765625,0.0005402565002441406,0.09975457191467285,0.003292083740234375,0.022591352462768555,0.301647424697876,0.0,0.0010962486267089844
"('adbench\\datasets\\Classical\\26_optdigits.npz', 1)",0.02587103843688965,0.01102137565612793,0.2262725830078125,0.5386753082275391,0.0412900447845459,0.03670310974121094,0.0022110939025878906,0.35256242752075195,0.006716012954711914,0.024487733840942383,0.30752062797546387,,0.0010726451873779297
"('adbench\\datasets\\Classical\\19_landsat.npz', 1)",0.015976667404174805,0.011588811874389648,0.20288515090942383,0.774169921875,0.03198075294494629,0.028681516647338867,0.0016334056854248047,0.24164319038391113,0.006692409515380859,0.015307903289794922,0.4773998260498047,0.0011529922485351562,0.0012252330780029297
"('adbench\\datasets\\Classical\\31_satimage-2.npz', 1)",0.016450881958007812,0.013272523880004883,0.2086961269378662,0.5385236740112305,0.02850961685180664,0.02908921241760254,0.0010938644409179688,0.25267791748046875,0.004893779754638672,0.013794422149658203,0.33482861518859863,0.001096487045288086,0.001119852066040039
"('adbench\\datasets\\Classical\\28_pendigits.npz', 1)",0.00937342643737793,0.013672113418579102,0.2809457778930664,0.8846912384033203,0.011070966720581055,0.013293027877807617,0.0011000633239746094,0.24159908294677734,0.005435943603515625,0.019060373306274414,0.4679276943206787,0.0005691051483154297,0.0005536079406738281
"('adbench\\datasets\\Classical\\2_annthyroid.npz', 1)",0.0039920806884765625,0.011669397354125977,0.23998594284057617,0.7538547515869141,0.006189584732055664,0.004935741424560547,0.0005567073822021484,0.12419009208679199,0.005467653274536133,0.03132128715515137,0.4622936248779297,0.0,0.0005831718444824219
"('adbench\\datasets\\Classical\\24_mnist.npz', 1)",0.0542302131652832,0.014761924743652344,0.42853641510009766,5.35782527923584,0.07914972305297852,0.08049869537353516,0.0034902095794677734,1.0498566627502441,0.008237361907958984,0.03209090232849121,0.8978869915008545,,0.003390789031982422
"('adbench\\datasets\\Classical\\23_mammography.npz', 1)",0.0037717819213867188,0.014701128005981445,0.5885367393493652,1.6609046459197998,0.010735511779785156,0.010974645614624023,0.0005643367767333984,0.22448420524597168,0.010147809982299805,0.07373809814453125,0.9546892642974854,0.0005488395690917969,0.0005559921264648438
"('adbench\\datasets\\Classical\\22_magic.gamma.npz', 1)",0.010385990142822266,0.026172399520874023,1.2576639652252197,4.818523645401001,0.02284097671508789,0.03476214408874512,0.0010900497436523438,0.4496040344238281,0.015561103820800781,0.2235889434814453,3.1126458644866943,0.0011429786682128906,0.0016181468963623047
"('adbench\\datasets\\Classical\\5_campaign.npz', 1)",0.11758661270141602,0.05107450485229492,11.806808710098267,99.44747281074524,0.3398439884185791,0.3178718090057373,0.011037111282348633,16.671463012695312,0.04230999946594238,0.33130359649658203,12.313945293426514,,0.005995273590087891
"('adbench\\datasets\\Classical\\32_shuttle.npz', 1)",0.01948714256286621,0.054316043853759766,12.008996725082397,41.21602725982666,0.0558476448059082,0.05431222915649414,0.002206563949584961,1.0414206981658936,0.03714489936828613,0.35223841667175293,16.315402269363403,0.003420591354370117,0.0059626102447509766
"('adbench\\datasets\\Classical\\1_ALOI.npz', 1)",0.05692148208618164,0.034891366958618164,15.492952585220337,85.72242784500122,0.29804253578186035,0.22753214836120605,0.0074062347412109375,8.913395404815674,0.03939199447631836,0.45389270782470703,16.760428428649902,0.00944972038269043,0.0055353641510009766
"('adbench\\datasets\\Classical\\3_backdoor.npz', 1)",0.6288866996765137,0.1459181308746338,117.05491542816162,1448.0780317783356,2.4570600986480713,2.9097349643707275,0.06801080703735352,196.5835244655609,0.1892251968383789,4.140024185180664,62.56538367271423,,0.0678567886352539
"('adbench\\datasets\\Classical\\34_smtp.npz', 1)",0.016107559204101562,0.11309051513671875,43.45806932449341,114.51477432250977,0.048085689544677734,0.046942949295043945,0.0027396678924560547,1.8561789989471436,0.07235288619995117,0.31143736839294434,59.19965600967407,0.002198457717895508,0.009827613830566406
"('adbench\\datasets\\Classical\\8_celeba.npz', 1)",0.412034273147583,0.2389988899230957,262.26889634132385,,1.3773484230041504,1.2782227993011475,0.038202524185180664,681.2736127376556,0.1622014045715332,7.3336873054504395,267.7399981021881,0.05430269241333008,0.03503727912902832
"('adbench\\datasets\\Classical\\33_skin.npz', 1)",0.04163694381713867,0.2737572193145752,224.98030543327332,,0.09887146949768066,0.10221195220947266,0.007623195648193359,4.434706211090088,0.16939806938171387,0.6110780239105225,384.8045799732208,0.0066988468170166016,0.015241384506225586
"('adbench\\datasets\\Classical\\10_cover.npz', 1)",0.16701722145080566,0.3182497024536133,417.6144025325775,,0.5190403461456299,0.5626394748687744,0.018233776092529297,9.231590509414673,0.23958444595336914,7.690703868865967,533.9607870578766,0.016627788543701172,0.015940427780151367
"('adbench\\datasets\\Classical\\13_fraud.npz', 1)",0.4989480972290039,0.2505795955657959,519.7329211235046,,1.9024970531463623,1.945706844329834,0.043996334075927734,981.7686877250671,0.22197365760803223,13.517040252685547,527.1167862415314,0.05095219612121582,0.03556251525878906
"('adbench\\datasets\\Classical\\9_census.npz', 1)",8.58215880393982,1.0394806861877441,2551.7351355552673,,26.758942365646362,24.61015033721924,0.6641547679901123,9751.403638362885,1.5130085945129395,88.64415693283081,625.3722803592682,,0.546039342880249
"('adbench\\datasets\\Classical\\16_http.npz', 1)",0.137101411819458,0.7366459369659424,1592.1276512145996,,0.3048994541168213,0.3283109664916992,0.008494853973388672,12.185017347335815,0.3959496021270752,2.9332773685455322,2059.168976545334,0.012507915496826172,0.02053380012512207
"('adbench\\datasets\\Classical\\11_donors.npz', 1)",0.3748350143432617,0.7683489322662354,1801.4447221755981,,1.2260048389434814,1.214735507965088,0.036568403244018555,179.77648782730103,0.5990900993347168,155.50768566131592,2554.6948766708374,0.04181814193725586,0.04706692695617676
